Year,Actor2Geo_CountryCode,GoldsteinScale,NuMentions,AvgTone,QuadClass,Goldstein_Neg_5,Goldstein_Neg_6,Goldstein_Neg_7,Goldstein_Neg_8,Goldstein_Neg_9,Goldstein_Pos_5,Goldstein_Pos_6,Goldstein_Pos_7,Goldstein_Pos_8,Goldstein_Pos_9,Quad_4_Goldstein_Neg_5,Quad_4_Goldstein_Neg_6,Quad_4_Goldstein_Neg_7,Quad_4_Goldstein_Neg_8,Quad_4_Goldstein_Neg_9,Event_Code_19_20,Extreme_Pos_Tone_Events,Extreme_Neg_Tone_Events
2004,SH,0.633333333,1.833333333,4.813859797,2.166666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2004,SI,2.404298281,5.741703319,5.764954444,1.292283087,100,98,72,49,47,893,788,169,38,14,78,77,70,49,47,41,278,0
2004,SL,1.240206186,4.200675435,6.171487013,1.694454319,387,386,332,277,229,941,809,350,118,20,330,330,323,277,229,199,512,0
2004,SM,2.876595745,4.553191489,5.745863941,1,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,0,3,0
2004,SN,1.876855895,4.86634908,5.643122994,1.490273918,340,339,276,206,181,1363,1179,374,49,7,286,285,273,206,181,143,504,0
2004,SO,0.493922147,4.28031304,5.297844707,1.817664397,1305,1294,1189,1101,950,1489,1230,356,157,31,1209,1205,1182,1101,950,921,514,0
2004,SP,0.389470889,4.272523387,4.843933804,1.890429958,3703,3679,2981,2778,2569,4740,4259,1761,1134,716,3070,3069,2967,2778,2569,2248,848,0
2004,ST,1.138255034,5.912751678,5.686485253,1.634228188,14,14,10,7,5,34,30,17,1,0,11,11,10,7,5,5,23,0
2004,SU,0.958934368,4.792824895,5.960519404,1.733442782,6039,5936,5255,4516,3862,9908,8884,3678,1061,219,5516,5501,5167,4516,3862,3722,2739,0
2004,SV,1.333333333,4.444444444,6.433100218,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2004,SW,0.844115268,3.871081901,5.269250972,1.706268959,740,729,687,663,568,1417,1207,380,92,12,693,687,686,663,568,484,544,0
2004,SY,1.002745024,4.116297409,5.548507547,1.680548254,2395,2373,2022,1569,1351,4173,3899,909,308,235,2120,2117,2018,1569,1351,1190,818,0
2004,SZ,1.129446889,4.292792793,5.249577475,1.619002724,602,593,512,439,383,1343,1169,339,38,19,502,501,487,439,383,335,339,0
2004,TD,-0.206517691,4.10726257,4.78906776,1.944878957,307,303,266,252,188,278,241,51,15,9,267,266,260,252,188,175,37,0
2004,TH,-0.258530568,5.017539126,4.483170133,1.969817285,4591,4553,4075,3773,3513,3518,3012,812,222,76,4172,4166,4042,3773,3513,3170,711,0
2004,TI,1.385203918,4.645231214,5.058054645,1.564948619,769,763,686,577,481,2109,1837,800,87,54,708,708,684,577,481,416,580,0
2004,TK,2.38,4.9,3.783068186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,TL,3.471794872,5.538461538,8.368118022,1.230769231,0,0,0,0,0,12,9,2,0,0,0,0,0,0,0,0,7,0
2004,TN,1.746981627,4.788713911,5.980378705,1.553805774,30,21,17,11,11,133,89,27,14,4,19,17,17,11,11,11,53,0
2004,TO,2.038379341,4.576580588,6.503860076,1.462600178,114,98,80,68,55,452,414,87,19,3,102,88,80,68,55,50,226,0
2004,TP,2.877812746,4.294256491,6.154964576,1.319433517,9,8,4,2,2,310,245,166,9,2,5,4,4,2,2,2,46,0
2004,TS,1.648070578,4.213455745,5.555358347,1.418160953,304,304,233,215,189,916,864,196,37,15,248,248,232,215,189,146,507,0
2004,TT,0.860934183,4.407643312,5.823062187,1.851804671,179,173,158,129,112,370,320,154,66,13,165,163,158,129,112,106,84,0
2004,TU,0.845258377,4.518450596,5.150188225,1.677881567,6301,6248,5339,5102,4212,8556,7843,1950,563,203,5503,5495,5321,5102,4212,3612,1391,0
2004,TV,2.431764706,4.858823529,6.578376621,1.241176471,2,2,2,1,1,21,17,5,0,0,2,2,2,1,1,1,24,0
2004,TW,1.051053386,5.085919025,6.067119588,1.60591186,1789,1740,1242,924,862,3251,2562,777,195,35,1286,1269,1219,924,862,745,1356,0
2004,TX,1.30331653,4.594322101,5.884518608,1.600424516,308,301,247,228,202,644,527,180,14,5,259,254,246,228,202,173,337,0
2004,TZ,1.18769261,4.355285111,5.253684739,1.65521641,730,716,605,556,511,1702,1484,561,64,15,625,624,602,556,511,427,420,0
2004,UG,0.444279167,4.495899333,5.306073023,1.815751387,5978,5941,5490,5223,4274,7031,6293,2250,437,121,5529,5515,5421,5223,4274,4062,2535,0
2004,UK,0.549385654,4.033860116,5.398155973,1.771528443,9757,9641,8318,7717,6431,12504,10912,3021,971,304,8448,8423,8231,7717,6431,5534,3046,0
2004,UP,1.16428746,4.886867754,5.324316292,1.611028154,2239,2177,1578,1405,1233,5391,4699,1875,380,182,1640,1610,1550,1405,1233,1066,1372,0
2004,UV,1.401043932,4.542844715,5.410011771,1.528055676,144,143,122,106,95,328,292,96,7,0,131,131,121,106,95,85,117,0
2004,UY,1.937686567,4.208022388,5.656977479,1.495335821,78,76,65,56,54,227,186,86,24,0,69,68,65,56,54,54,40,0
2004,UZ,0.71606946,4.949558986,5.219591582,1.760887541,1457,1433,1209,1126,899,2318,2025,648,53,9,1262,1249,1206,1126,899,731,680,0
2004,VC,0.728220859,3.877300613,6.225392404,1.601226994,11,11,6,3,3,17,17,5,0,0,9,9,6,3,3,0,15,0
2004,VE,0.318865397,4.272840333,5.236832056,1.816607672,1084,1066,866,814,731,1177,1036,401,41,17,856,854,846,814,731,639,274,0
2004,VI,2.261538462,4.569230769,5.040419134,1.6,2,2,2,2,2,20,16,8,0,0,2,2,2,2,2,2,2,0
2004,VM,1.256867171,4.397359215,6.112235505,1.607662792,1312,1303,1109,1030,941,2700,2293,663,98,36,1148,1145,1101,1030,941,851,2132,0
2004,VQ,0.605128205,5.025641026,5.611133591,1.717948718,2,2,1,1,1,4,3,1,0,0,1,1,1,1,1,1,0,0
2004,VT,2.012303665,4.369109948,6.389730694,1.40052356,10,10,5,5,4,61,57,17,0,0,7,7,5,5,4,4,36,0
2004,WA,1.114845461,3.784781374,5.499877947,1.630080312,658,648,558,520,461,1747,1423,444,68,18,566,566,557,520,461,409,743,0
2004,WE,-1.662066568,4.248377526,4.02753157,2.357129612,6038,6001,5591,5398,5217,2557,2285,837,584,487,5594,5592,5575,5398,5217,4601,113,0
2004,WI,1.834189406,4.298555377,5.952839721,1.616372392,20,19,10,7,7,119,114,51,32,19,10,10,10,7,7,6,13,0
2004,WS,1.925773196,4.609965636,5.936420682,1.329896907,21,20,18,16,6,68,60,23,2,0,20,20,18,16,6,5,41,0
2004,WZ,1.416935484,4.600134409,6.253644958,1.52016129,61,59,40,37,28,203,163,63,7,3,46,46,38,37,28,27,83,0
2004,YI,0.676895307,4.512635379,4.772027102,1.949458484,25,25,17,17,16,76,65,11,1,1,21,21,17,17,16,14,5,0
2004,YM,0.223497704,4.200239569,5.144579417,1.868636454,1251,1249,1053,1018,947,1439,1289,301,35,8,1147,1146,1049,1018,947,872,494,0
2004,ZA,0.923212295,3.971736074,5.97078419,1.669316915,747,723,579,544,458,2670,2122,710,62,34,605,598,577,544,458,374,1466,0
2004,ZI,0.454960654,4.345587101,5.144494555,1.84261688,1718,1679,1388,1265,1004,3147,2530,765,103,53,1452,1439,1380,1265,1004,898,664,0
2005,AA,0.433744222,5.305084746,4.573515586,1.728813559,37,36,34,24,19,48,47,7,3,1,34,34,34,24,19,19,0,0
2005,AC,1.838622754,4.634730539,5.657524109,1.458083832,18,17,15,14,9,54,45,20,0,0,15,15,15,14,9,4,15,0
2005,AE,1.510822646,3.907725993,5.256521346,1.54582421,210,207,175,167,148,560,473,147,28,6,181,181,175,167,148,118,129,0
2005,AF,-0.940582602,4.518192701,4.35528489,2.129362258,12709,12675,11932,11268,9983,7438,5994,2057,998,138,11954,11934,11882,11268,9983,8815,1256,12
2005,AG,0.292440167,4.077751045,4.969146884,1.857287578,1058,1054,981,941,736,1116,1014,279,33,24,994,994,979,941,736,673,339,0
2005,AJ,0.689895354,4.624208492,5.317942469,1.671265747,1269,1246,897,811,699,1859,1617,453,69,28,923,921,878,811,699,632,690,0
2005,AL,0.606723245,3.88757853,5.299430515,1.823652596,917,911,618,550,472,1282,1137,424,72,16,854,850,615,550,472,433,399,0
2005,AM,1.306416111,3.991335909,5.145864693,1.486125746,548,544,452,403,376,1250,1084,417,77,22,461,461,447,403,376,350,350,0
2005,AN,0.05,4.2,8.377026446,2.05,1,1,1,1,1,3,2,0,0,0,1,1,1,1,1,1,8,0
2005,AO,2.237501308,3.671131108,5.645193922,1.315266297,296,295,253,232,222,1557,1315,413,56,18,261,260,252,232,222,197,535,0
2005,AQ,-1.5875,3.4375,4.682117255,2.4375,4,4,2,2,1,2,1,1,0,0,2,2,2,2,1,1,1,0
2005,AR,0.596847826,3.896956522,5.014062991,1.805434783,511,510,435,410,271,673,608,236,18,6,437,437,425,410,271,247,158,0
2005,AS,0.560207651,4.393495088,5.26996235,1.808908901,2429,2403,2027,1831,1513,3754,3284,1148,374,79,2058,2055,2017,1831,1513,1269,1125,3
2005,AU,1.340381465,4.18499883,5.354667062,1.565527732,444,436,379,345,306,1360,1197,280,26,12,384,381,364,345,306,263,274,0
2005,AV,2.006382979,4.361702128,5.048693742,1.063829787,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,0
2005,AY,2.198245614,3.859649123,6.199635307,1.192982456,1,1,1,1,1,8,8,2,0,0,1,1,1,1,1,1,2,0
2005,BA,1.336816363,4.130724767,5.702297397,1.57981325,201,200,151,132,108,350,314,69,10,4,148,148,148,132,108,101,121,0
2005,BB,1.524683544,4.650316456,5.440974704,1.564873418,43,41,37,37,34,115,99,52,1,0,37,37,37,37,34,29,31,0
2005,BC,1.135315725,4.08955746,6.157441358,1.594717509,239,234,192,171,145,773,602,157,17,8,196,195,189,171,145,131,397,0
2005,BD,-0.043859649,4.117794486,5.308521772,1.884711779,46,45,42,39,34,39,34,15,3,2,40,40,39,39,34,28,10,0
2005,BE,1.530927764,4.311081813,5.29997888,1.533689543,757,728,558,504,455,2260,2063,477,103,12,601,594,553,504,455,400,458,0
2005,BF,0.496716418,4.176119403,4.527434487,1.755223881,29,29,27,25,23,39,25,4,0,0,25,25,25,25,23,22,11,0
2005,BG,-0.926237911,4.896421663,4.319561122,2.118955513,1997,1988,1767,1588,1444,1164,1009,324,45,6,1758,1756,1737,1588,1444,1169,298,0
2005,BH,1.972765073,4.428274428,6.05484218,1.484407484,32,32,31,28,25,94,83,46,5,0,28,28,28,28,25,23,32,0
2005,BK,-0.115178378,4.044756757,4.408451107,2.094702703,473,472,417,402,350,537,478,187,63,36,430,430,415,402,350,335,86,0
2005,BL,0.7102,4.941333333,6.086023634,1.702666667,359,352,205,164,130,378,302,113,16,6,171,171,170,164,130,121,173,0
2005,BM,0.839743751,4.653812335,5.343914827,1.780303982,602,583,492,401,361,1259,1165,317,114,30,507,502,486,401,361,308,255,0
2005,BN,1.520620333,3.885697875,5.626918204,1.636415853,141,139,125,100,89,296,240,94,10,8,126,125,124,100,89,80,81,0
2005,BO,0.679773558,4.247788654,5.128173126,1.755159807,522,515,273,225,157,1117,953,390,15,7,303,302,272,225,157,120,312,0
2005,BP,1.345692568,4.993243243,5.615265359,1.648648649,73,72,70,54,39,187,148,66,17,1,70,70,70,54,39,36,100,0
2005,BR,0.575783776,4.032478761,4.993543983,1.752875724,1573,1559,1408,1327,1243,1757,1580,454,56,20,1420,1420,1397,1327,1243,1176,366,0
2005,BT,2.214638609,4.699908509,6.304698381,1.417200366,43,38,25,23,19,222,206,42,4,3,33,28,25,23,19,17,103,0
2005,BU,1.59592544,4.220962907,5.393103072,1.525477707,572,567,444,399,380,1910,1722,716,126,72,492,491,436,399,380,343,270,1
2005,BX,2.89435337,3.638737098,6.497111067,1.225865209,39,38,34,26,23,328,311,74,15,3,37,36,34,26,23,21,129,0
2005,BY,0.924144487,4.89765526,5.228195568,1.770595691,814,806,753,709,659,1156,1040,395,85,9,757,754,749,709,659,523,279,0
2005,CA,0.97193956,4.295714381,5.735586274,1.706157652,1209,1190,1049,951,788,2172,1762,538,85,29,1080,1077,1046,951,788,705,860,1
2005,CB,0.864611217,4.365519439,5.515188538,1.799713193,509,506,444,425,340,976,838,376,14,10,460,459,442,425,340,286,419,0
2005,CD,0.425541538,4.168531302,4.859440368,1.844560819,508,499,448,421,351,525,473,145,48,25,452,452,441,421,351,336,78,1
2005,CE,-0.134323612,5.329273968,5.160652312,1.95345951,2503,2476,2159,2081,1901,1907,1629,515,79,35,2301,2299,2157,2081,1901,1682,436,2
2005,CF,0.512482168,4.266761769,4.628800001,1.848787447,184,182,172,153,136,201,170,61,20,5,171,171,168,153,136,128,57,0
2005,CG,-0.231586052,4.395725534,4.345478704,2.019572553,774,760,706,634,547,617,528,213,109,18,685,685,681,634,547,495,55,0
2005,CH,1.593102313,4.683491862,6.256752759,1.512156364,5470,5358,3798,3002,2558,14683,12840,3165,257,85,4339,4282,3735,3002,2558,2162,9863,2
2005,CI,1.042160678,4.130693523,5.112184587,1.730144198,284,281,216,205,161,654,555,196,20,10,224,224,213,205,161,129,200,0
2005,CJ,0.004651163,4.209302326,3.899541739,2.023255814,9,9,9,9,9,17,8,4,0,0,9,9,9,9,9,5,0,2
2005,CM,1.370946253,3.949735049,6.0453152,1.558062074,356,348,283,267,239,985,837,211,43,34,294,287,282,267,239,211,544,0
2005,CN,1.443440233,4.457725948,4.820787636,1.673469388,10,10,9,8,7,53,45,11,2,0,9,9,9,8,7,5,12,0
2005,CO,-0.739763204,4.507649727,4.741188244,2.155454755,2637,2630,2510,2455,2139,1811,1611,472,207,47,2574,2571,2509,2455,2139,1973,256,0
2005,CQ,0.289640425,4.376207825,5.044914455,1.828924442,434,427,338,308,271,672,512,115,24,11,338,337,331,308,271,243,119,0
2005,CS,1.578590786,3.54561879,5.50883849,1.634146341,58,58,48,48,43,167,157,52,0,0,51,51,48,48,43,41,72,0
2005,CT,0.974233716,4.248084291,5.22936616,1.688697318,107,105,95,78,73,146,117,50,9,5,95,95,92,78,73,68,46,0
2005,CU,0.752541351,4.207960028,5.905815636,1.777825637,815,800,560,479,378,1577,1446,326,54,22,597,596,558,479,378,327,568,0
2005,CV,2.023931624,4.294871795,5.133929184,1.35042735,12,12,7,6,6,33,32,20,0,0,7,7,7,6,6,6,9,0
2005,CW,1.406060606,4.106060606,4.867137745,1.378787879,2,2,2,2,2,4,2,2,0,0,2,2,2,2,2,0,6,0
2005,CY,1.829912718,3.946508728,5.837178222,1.489775561,333,330,289,236,224,1603,1445,544,71,16,300,299,287,236,224,186,360,0
2005,DA,0.796196251,3.909592062,5.261975112,1.714259463,468,453,320,277,213,742,646,312,72,18,318,309,306,277,213,177,324,0
2005,DJ,2.281895735,3.832701422,5.148604358,1.570616114,279,275,227,205,194,853,804,70,18,0,229,229,226,205,194,178,88,0
2005,DO,1.502216066,4.941828255,6.037824025,1.534626039,16,15,10,9,7,59,55,42,1,0,10,10,10,9,7,7,19,0
2005,DR,1.345377358,4.25754717,5.582198392,1.776415094,106,106,88,78,65,210,198,108,11,6,85,85,83,78,65,55,35,0
2005,EC,0.937350178,4.678004535,4.78591189,1.74117266,258,256,159,143,132,439,375,96,16,7,168,168,157,143,132,122,26,0
2005,EG,0.858640144,4.302903555,5.24074575,1.698750061,4415,4383,3733,3314,2725,6228,5829,1285,389,237,3791,3789,3705,3314,2725,2278,1316,9
2005,EI,0.2782209,4.151953495,5.803271877,1.878869812,697,668,591,554,482,837,743,178,49,14,599,595,589,554,482,391,264,0
2005,EK,0.851847826,3.80326087,4.844644815,1.794565217,32,32,27,25,20,142,123,41,7,0,27,27,27,25,20,14,50,0
2005,EN,1.915843773,4.106853353,5.077319657,1.512896094,96,94,83,58,48,547,475,280,22,7,92,92,83,58,48,42,94,0
2005,ER,1.300556472,4.314509481,5.683842304,1.681368508,320,314,266,214,204,989,927,199,71,33,279,273,266,214,204,197,304,0
2005,ES,1.41942446,3.615434925,5.90547525,1.665794637,149,146,141,138,115,280,240,134,47,8,144,144,141,138,115,93,63,0
2005,ET,0.748328771,4.804736742,5.713948083,1.757687655,1665,1622,1323,1169,1066,2715,2347,688,143,53,1355,1335,1292,1169,1066,974,1063,0
2005,EZ,1.351320686,4.128074794,5.141563667,1.575565036,481,473,321,280,251,1584,1339,434,76,12,348,346,318,280,251,227,334,0
2005,FG,3.553846154,4.092307692,4.535562374,1.492307692,1,1,1,1,1,29,28,19,0,0,1,1,1,1,1,1,0,0
2005,FI,2.212860412,4.317162471,5.55277037,1.424485126,204,198,160,121,117,956,867,311,75,46,177,177,159,121,117,98,166,0
2005,FJ,1.023383553,5.131512869,5.698811185,1.670119272,169,162,131,105,90,422,356,104,38,10,130,130,130,105,90,81,184,0
2005,FM,0.502970711,4.288702929,4.956126137,1.692887029,152,145,112,105,86,246,218,38,2,1,116,116,112,105,86,75,120,0
2005,FO,1.3375,3.625,6.284475607,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,FP,0.446153846,3.875,5.052374327,1.697115385,15,15,8,7,7,12,12,1,1,0,8,8,8,7,7,7,2,0
2005,FR,0.892173302,4.126027694,5.248558796,1.688735035,4505,4421,3751,3466,2833,7893,7002,1982,367,146,3878,3855,3710,3466,2833,2366,1394,0
2005,GA,0.484923877,3.83995544,6.124552587,1.782027479,261,260,234,228,195,315,267,66,7,3,234,234,233,228,195,179,252,0
2005,GB,1.942167655,4.650296359,5.362073792,1.399661304,42,42,31,22,19,170,157,47,2,0,29,29,28,22,19,19,36,0
2005,GG,1.083633248,4.701156812,4.987455751,1.645029991,383,376,316,295,254,717,638,227,128,72,321,321,313,295,254,234,108,0
2005,GH,1.44461146,4.072150861,6.285650389,1.526828824,485,476,386,345,283,1460,1179,443,40,20,392,389,385,345,283,250,1018,0
2005,GI,0.357939914,4.261802575,4.308952556,1.630901288,17,16,11,11,11,10,9,2,0,0,13,13,11,11,11,11,0,0
2005,GJ,1.017482517,4.008991009,5.731829483,1.623376623,52,49,40,32,28,120,86,32,2,0,41,41,40,32,28,24,56,0
2005,GK,-0.061904762,3.642857143,4.287528716,1.761904762,4,4,4,4,2,1,0,0,0,0,4,4,4,4,2,1,0,0
2005,GL,1.409202454,5.09202454,4.699111406,1.558282209,5,5,4,2,2,21,13,6,0,0,4,4,4,2,2,2,8,0
2005,GM,1.270588522,4.125697575,5.564803755,1.596247106,2654,2601,2105,1924,1568,6014,5251,1439,274,102,2165,2157,2046,1924,1568,1344,1592,0
2005,GP,-0.721276596,6.617021277,3.836649937,2.127659574,9,9,7,7,7,5,4,2,0,0,7,7,7,7,7,5,0,0
2005,GQ,0.402531646,4.379746835,4.398229394,1.607594937,20,20,20,15,15,7,4,3,0,0,20,20,20,15,15,15,2,0
2005,GR,0.685578818,4.000123153,4.806698192,1.778694581,747,740,604,541,470,1170,1074,385,59,13,607,606,583,541,470,387,226,0
2005,GT,0.265388548,3.891615542,4.981137622,1.935071575,320,318,303,300,276,333,283,131,5,0,306,304,302,300,276,245,52,0
2005,GV,0.613847159,3.820378837,5.433626037,1.736120183,161,156,139,129,113,174,148,33,9,7,139,139,139,129,113,94,51,0
2005,GY,1.25984,4.8896,5.716394814,1.6792,103,100,93,91,84,259,226,82,7,0,96,96,93,91,84,74,84,0
2005,GZ,-0.407800998,4.589559184,3.999967263,2.280057534,3160,3153,2899,2688,2562,2546,2320,1529,1409,1311,2906,2905,2883,2688,2562,2335,109,0
2005,HA,-0.643442623,4.512956108,5.359804167,2.135245902,1500,1493,1361,1313,1072,1042,872,305,153,27,1368,1362,1349,1313,1072,993,123,0
2005,HK,0.83066107,5.098426023,5.698718152,1.643022036,409,399,253,204,161,501,449,84,10,7,263,262,237,204,161,133,265,0
2005,HO,0.696591789,3.681642138,5.272289376,1.832687839,155,155,139,134,116,210,191,91,11,3,144,144,138,134,116,107,69,0
2005,HR,0.995521481,4.240610646,4.779716774,1.718251824,996,985,804,751,640,2366,2159,494,86,54,867,867,799,751,640,560,421,0
2005,HU,1.769605758,4.27384263,5.563006308,1.469000491,273,269,182,148,130,1080,992,341,19,11,192,192,178,148,130,112,314,0
2005,IC,2.087598945,4.474934037,5.955133596,1.416886544,10,10,10,6,6,66,62,21,1,0,10,10,10,6,6,6,17,0
2005,ID,0.423664081,4.602558868,4.928231543,1.835579148,4095,4064,3536,3205,2903,5279,4576,1732,511,228,3596,3593,3510,3205,2903,2481,893,0
2005,IN,0.301583897,4.470219436,5.236623308,1.817521861,3740,3677,3346,3132,2921,3583,3086,862,158,41,3409,3371,3323,3132,2921,2579,869,0
2005,IR,0.99938997,4.593992466,5.580209039,1.644102103,4712,4604,3047,2729,2361,10298,9339,1769,309,157,3453,3447,3017,2729,2361,1961,2029,1
2005,IS,-0.047492224,5.047492224,4.717264663,1.961768353,17061,16932,15161,14099,13371,14739,13325,4583,3033,2266,15250,15239,15025,14099,13371,11551,2059,13
2005,IT,0.717145027,4.385056948,5.111865211,1.699863326,3111,3066,2611,2405,1848,4153,3619,1088,334,190,2679,2671,2571,2405,1848,1587,849,3
2005,IV,0.433459558,4.363829143,5.583264527,1.770069676,912,904,822,748,708,907,789,298,130,26,839,836,816,748,708,663,191,0
2005,IZ,-1.389461712,4.948743376,4.50565907,2.233078186,42694,42446,39942,38374,34011,19047,16395,6201,4217,2076,40041,40023,39844,38374,34011,26958,2283,11
2005,JA,1.400294787,4.439432263,5.348543933,1.571321991,4604,4465,3115,2576,1751,8966,7963,1875,402,121,3454,3433,3047,2576,1751,1403,1820,0
2005,JE,0.680582524,3.40776699,6.23417345,1.776699029,9,9,9,7,7,7,6,2,0,0,7,7,7,7,7,6,10,0
2005,JM,0.441255605,4.716492277,5.258183923,1.810164425,247,245,223,213,204,273,238,92,9,2,224,224,223,213,204,194,117,0
2005,JN,0,1,2.894736842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,JO,0.707176279,4.06648531,5.257027801,1.737377584,1925,1916,1661,1559,1336,2626,2402,618,118,48,1683,1680,1641,1559,1336,1117,943,0
2005,KE,0.553142868,4.336917629,5.147221211,1.775996901,4834,4726,4066,3755,3334,7004,5735,1876,252,77,4147,4091,4007,3755,3334,3060,1799,0
2005,KG,0.724082957,4.795076185,4.893951985,1.714658578,1395,1379,1011,839,725,1878,1579,550,83,41,963,960,939,839,725,665,480,0
2005,KN,1.781147646,4.935519733,5.869583255,1.474237824,1315,1247,906,627,285,4377,4050,513,93,40,1166,1145,903,627,285,256,982,0
2005,KR,2.148108108,4.140540541,5.995611746,1.140540541,1,1,0,0,0,10,5,1,0,0,0,0,0,0,0,0,5,0
2005,KS,1.904048419,4.664021847,5.59763468,1.463409233,1749,1693,1260,800,660,5207,4693,960,227,107,1402,1397,1233,800,660,551,1144,0
2005,KT,-3.4375,6.875,3.14456857,2.5,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,0,0
2005,KU,0.316253776,4.466827795,4.994361489,1.850634441,1213,1208,1082,911,851,1236,1025,311,48,14,1102,1102,1077,911,851,821,291,0
2005,KV,0.592069632,3.914893617,4.83829525,1.874274662,47,47,43,39,38,71,61,19,11,3,44,44,43,39,38,32,9,0
2005,KZ,1.830899087,4.417406527,5.524796628,1.446792547,312,311,213,191,166,1418,1274,512,32,10,233,233,208,191,166,145,481,0
2005,LA,2.565045593,4.521493704,5.909894967,1.26443769,52,52,48,35,34,431,381,113,12,7,46,46,44,35,34,27,196,0
2005,LE,0.399132619,3.899535644,4.959705165,1.912911422,4888,4854,4328,3849,3663,5524,5102,2854,2488,2159,4342,4339,4312,3849,3663,2428,457,1
2005,LG,1.612934363,4.011904762,5.251456779,1.523487773,142,141,95,82,62,512,462,255,8,1,98,98,91,82,62,54,101,0
2005,LH,1.953572533,4.171667182,4.911026896,1.416331581,101,97,63,43,36,553,470,150,40,2,72,72,63,43,36,33,52,0
2005,LI,1.136551358,4.077418498,6.903956111,1.649624859,763,743,610,524,422,2007,1583,574,123,19,592,588,586,524,422,352,1803,0
2005,LO,1.408616635,4.472311311,5.527540149,1.553559974,231,227,161,140,131,700,622,194,17,4,168,168,160,140,131,104,163,0
2005,LS,0.309259259,4.117283951,6.059456174,1.851851852,44,44,43,0,0,31,31,13,0,0,0,0,0,0,0,0,8,0
2005,LT,1.80376506,4.271084337,6.120216285,1.388554217,33,32,27,22,22,103,82,34,3,3,27,27,27,22,22,22,48,0
2005,LU,2.228304279,4.390808241,5.496315782,1.329001585,86,82,66,27,26,562,545,134,4,2,40,38,33,27,26,20,68,0
2005,LY,1.579752431,4.135720601,5.852216299,1.543029767,300,299,220,185,148,1092,934,181,52,8,256,256,219,185,148,109,371,0
2005,MA,2.680978865,4.283648498,5.934040382,1.324805339,16,16,13,11,9,216,185,71,0,0,13,13,13,11,9,8,72,0
2005,MB,1.695067265,4.69955157,3.559116382,1.376681614,9,9,9,8,8,24,22,4,2,2,9,9,9,8,8,8,1,0
2005,MC,0.696064815,3.56712963,6.131308343,1.699074074,34,34,26,20,16,32,27,10,3,3,27,27,26,20,16,16,33,0
2005,MD,1.501131222,4.147624434,5.518114956,1.582767722,181,173,97,63,58,859,733,261,91,60,123,123,96,63,58,52,210,0
2005,MF,2.44,4.533333333,4.914141328,1.066666667,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0
2005,MG,2.339214233,4.650111193,6.80942725,1.28762046,43,43,24,22,19,205,173,72,9,0,24,24,24,22,19,12,177,0
2005,MH,1.39,4.08,6.154274191,1.44,5,5,4,4,4,6,2,2,0,0,5,5,4,4,4,4,3,0
2005,MI,0.956629688,4.793977813,5.604723207,1.735868991,181,178,141,131,116,554,457,161,19,5,154,153,141,131,116,74,180,0
2005,MJ,1.144656134,3.774163569,5.026528071,1.685873606,132,131,93,86,79,357,311,88,6,5,102,102,91,86,79,67,67,0
2005,MK,1.416224518,3.969142698,5.757831486,1.567299637,365,361,302,272,243,1119,996,323,28,5,299,299,297,272,243,207,466,0
2005,ML,2.112378303,4.036161335,5.655434395,1.442976356,72,72,62,57,47,307,277,126,12,5,62,62,62,57,47,42,62,0
2005,MN,0.787931034,5.588362069,8.046401021,1.536637931,30,30,30,17,16,33,28,6,0,0,30,30,30,17,16,16,89,0
2005,MO,0.249634626,3.894463182,4.8874428,1.950252951,776,773,606,576,464,971,903,250,33,21,627,627,603,576,464,419,306,0
2005,MP,2.188268685,4.214758751,5.773897965,1.338694418,28,28,20,20,19,167,137,40,0,0,22,22,20,20,19,15,53,0
2005,MR,0.841591837,4.635102041,5.272163942,1.795510204,201,194,162,147,127,430,364,61,7,5,166,162,162,147,127,115,78,0
2005,MT,2.20483871,4.576344086,5.342802449,1.349462366,23,22,17,15,13,149,137,28,3,3,19,19,17,15,13,12,39,0
2005,MU,2.429106029,4.382536383,5.357591791,1.378378378,36,36,32,25,25,216,186,47,2,2,32,32,32,25,25,25,17,0
2005,MV,1.750310559,5.583074534,5.866481801,1.463509317,51,50,42,37,35,174,137,28,3,0,44,44,41,37,35,25,110,0
2005,MX,-0.191853297,4.214124073,5.193483934,1.968552478,1911,1894,1717,1616,1501,1411,1222,378,63,21,1761,1760,1704,1616,1501,1400,434,1
2005,MY,1.026477153,4.185128627,5.136156201,1.657876189,1351,1330,1122,1000,863,2495,2165,608,97,18,1153,1150,1109,1000,863,760,700,0
2005,MZ,1.21263648,3.694283879,5.627086983,1.642742453,438,430,355,333,310,1029,838,372,13,7,366,363,354,333,310,263,348,0
2005,NC,2.1,3.856060606,5.640438432,1.363636364,7,7,1,1,1,25,23,6,2,0,1,1,1,1,1,1,5,0
