Year,Actor2Geo_CountryCode,GoldsteinScale,NuMentions,AvgTone,QuadClass,Goldstein_Neg_5,Goldstein_Neg_6,Goldstein_Neg_7,Goldstein_Neg_8,Goldstein_Neg_9,Goldstein_Pos_5,Goldstein_Pos_6,Goldstein_Pos_7,Goldstein_Pos_8,Goldstein_Pos_9,Quad_4_Goldstein_Neg_5,Quad_4_Goldstein_Neg_6,Quad_4_Goldstein_Neg_7,Quad_4_Goldstein_Neg_8,Quad_4_Goldstein_Neg_9,Event_Code_19_20,Extreme_Pos_Tone_Events,Extreme_Neg_Tone_Events
2010,UY,1.67816915,5.929940004,5.757710431,1.508418812,245,244,207,181,147,901,681,221,15,3,209,209,204,181,147,138,262,0
2010,UZ,0.320426337,6.725095741,5.607603985,1.859594888,3042,3032,2808,2696,2477,3306,2818,973,111,26,2816,2811,2780,2696,2477,2269,1739,0
2010,VC,0.963461538,4.740384615,5.500195777,1.700721154,59,59,52,52,37,103,84,34,2,1,53,53,52,52,37,33,51,0
2010,VE,0.951310701,7.975494604,5.304672097,1.747819245,3422,3375,2701,2399,2175,7571,6091,2227,213,86,2732,2718,2677,2399,2175,1902,1320,0
2010,VI,1.593529412,6.526470588,5.694251995,1.611764706,23,23,22,21,21,66,52,28,0,0,23,23,22,21,21,15,24,0
2010,VM,1.658555124,6.476916642,6.587216065,1.525832088,4802,4764,4034,3776,3447,14442,11855,3498,426,224,4241,4228,4020,3776,3447,3140,11159,0
2010,VQ,0.583534137,7.195448461,5.562439877,1.779116466,63,62,56,55,53,95,74,37,2,0,57,56,56,55,53,46,60,0
2010,VT,1.330702491,8.122586062,6.033900136,1.484746711,127,127,95,81,71,407,329,52,2,1,87,87,87,81,71,63,240,0
2010,WA,1.116329064,5.370426032,5.871843606,1.647281756,998,980,846,786,661,2267,1850,643,76,42,849,847,843,786,661,604,1422,0
2010,WE,-0.306723934,7.19301211,4.921976849,2.038667253,7796,7717,6506,6160,5448,6454,5804,1059,402,269,6824,6813,6438,6160,5448,4737,570,0
2010,WI,-1.452568579,6.154114713,4.737334278,2.209476309,526,526,417,399,323,169,155,50,37,23,426,426,403,399,323,284,28,0
2010,WQ,0.045833333,3.041666667,4.439837392,1.583333333,6,6,5,5,5,1,0,0,0,0,5,5,5,5,5,5,0,0
2010,WS,1.409435897,6.399487179,6.162114441,1.544102564,113,112,96,94,87,277,221,60,5,4,98,98,95,94,87,70,246,0
2010,WZ,0.800511596,6.767735334,5.955614269,1.736357435,383,381,283,260,212,772,646,237,11,4,297,295,279,260,212,186,513,0
2010,YI,-0.767961165,4.611650485,4.953396969,2.114563107,74,74,68,63,58,39,31,11,4,0,68,68,68,63,58,49,9,0
2010,YM,-0.770570734,9.619867082,4.66345158,2.116993611,19537,19426,17667,16755,15316,13372,11282,3486,1386,184,17860,17815,17586,16755,15316,14099,3703,0
2010,ZA,0.834166295,4.900012733,5.822765456,1.695326924,1477,1448,1259,1222,896,3873,3120,1213,117,65,1289,1271,1251,1222,896,752,2083,0
2010,ZI,0.43488051,6.19681259,5.561385707,1.834984815,5480,5301,4583,3937,3053,8209,6639,1857,237,111,4641,4618,4493,3937,3053,2639,2688,0
2011,AA,0.510019194,13.68445298,4.216056716,1.809596929,85,85,84,83,78,283,254,34,12,12,85,85,84,83,78,75,59,0
2011,AC,0.812476951,7.190534726,6.065260167,1.634296251,134,133,129,126,126,174,129,46,5,5,131,130,129,126,126,117,174,0
2011,AE,1.655191348,7.816902194,6.206573585,1.547384118,4122,4078,3278,2772,2361,12751,10457,3934,386,177,3399,3390,3240,2772,2361,2091,7316,0
2011,AF,-1.162131577,11.97483867,4.61100133,2.208599983,121770,121323,113544,109261,102440,64505,55596,23181,14478,7706,114076,113849,113215,109261,102440,88094,9195,0
2011,AG,-0.743681115,9.750804954,4.817386435,2.07876161,7001,6942,5558,5151,4421,3455,3013,797,140,77,5410,5407,5324,5151,4421,3978,883,0
2011,AJ,1.728214703,5.189378575,5.741266221,1.452070523,6006,5956,4742,4425,4006,16863,14925,7167,391,198,4811,4802,4728,4425,4006,3753,7672,0
2011,AL,0.260759494,6.810185458,5.740142368,1.845392994,2053,2018,1560,1389,1216,2110,1803,649,80,32,1578,1577,1507,1389,1216,1084,1132,0
2011,AM,1.578122848,4.761968893,5.630616301,1.446838673,5955,5891,4572,4282,3990,14790,12739,5214,667,244,4694,4682,4529,4282,3990,3614,5984,0
2011,AN,2.165648855,5.133587786,6.052365463,1.267175573,10,9,6,6,6,36,32,21,0,0,7,6,6,6,6,5,8,0
2011,AO,2.183937776,5.671679122,5.946622692,1.344273296,1117,1103,859,817,681,5182,4392,1428,111,13,878,878,858,817,681,581,3071,0
2011,AQ,1.200868307,6.15918958,5.758920658,1.610709117,39,39,32,32,24,101,85,29,5,0,36,36,32,32,24,22,60,0
2011,AR,1.0234531,7.099420099,5.409815785,1.674269146,2683,2650,2340,2241,1850,4465,3844,1384,139,61,2362,2352,2324,2241,1850,1663,1462,0
2011,AS,0.756612056,9.267814991,5.612462624,1.70393884,32796,32460,28659,27205,23891,51545,41387,14441,1707,1112,29042,28969,28441,27205,23891,21701,22878,0
2011,AU,1.269229994,7.599607063,5.454034591,1.599707816,2370,2330,1923,1804,1600,5784,4958,1714,198,110,1921,1918,1873,1804,1600,1382,1839,0
2011,AV,1.561157025,4.619834711,6.466089494,1.588842975,35,35,31,31,29,81,75,23,2,2,32,32,31,31,29,24,39,0
2011,AY,1.578329198,8.305210918,6.091869315,1.458229942,73,71,60,57,56,155,135,53,4,1,58,58,58,57,56,55,62,0
2011,BA,-0.562186023,10.91067496,5.488844016,2.068815306,20898,20657,12602,10570,8185,10989,9085,3118,1575,542,14070,14048,12052,10570,8185,7567,7737,0
2011,BB,1.413243243,5.760960961,5.997243889,1.542942943,199,198,178,177,145,448,385,177,6,5,181,181,178,177,145,122,326,0
2011,BC,1.232316217,6.282305135,6.089629477,1.595936461,715,699,570,537,474,1769,1476,553,39,24,584,581,556,537,474,425,1026,0
2011,BD,0.250984545,6.530572703,5.162491052,1.856080746,2216,2212,2087,2064,1746,2465,1977,667,66,50,2102,2100,2082,2064,1746,1562,1077,0
2011,BE,1.375064013,8.92544809,5.519346911,1.563595467,4708,4586,3616,3264,2981,10800,9745,2778,337,161,3832,3818,3544,3264,2981,2752,2704,0
2011,BF,1.173276054,5.857320928,6.229303342,1.581712149,1358,1349,1193,1121,1007,2852,2092,777,50,29,1219,1219,1188,1121,1007,874,2395,0
2011,BG,0.359246306,6.208179149,4.914704657,1.80964261,9842,9795,8548,8043,6824,10987,9368,3314,369,180,8457,8450,8331,8043,6824,5640,3043,0
2011,BH,0.923627197,5.323477313,5.312800968,1.6342826,585,585,537,508,446,925,773,282,27,23,534,534,532,508,446,395,424,0
2011,BK,-0.533543702,7.110227371,4.578066866,2.121206882,1421,1409,1191,1154,1015,1197,986,281,65,16,1204,1203,1186,1154,1015,962,142,0
2011,BL,0.859090053,8.429917106,5.857181212,1.739449887,990,983,651,595,518,1504,1281,498,46,17,669,667,616,595,518,434,565,0
2011,BM,1.223461074,9.021658955,5.861269962,1.657429759,5393,5269,4463,3927,3360,10467,9517,1862,509,136,4681,4657,4439,3927,3360,2999,2011,0
2011,BN,1.307718557,8.174683133,5.901534938,1.509424764,475,469,403,371,301,765,673,234,18,7,400,395,391,371,301,265,358,0
2011,BO,0.559254433,5.97286072,5.175849236,1.831056457,4581,4349,2575,1758,1181,7235,6353,1951,133,65,3000,2944,2560,1758,1181,1016,1750,0
2011,BP,2.42609407,6.171370143,6.766572627,1.335378323,77,77,61,48,43,421,340,132,7,4,62,62,61,48,43,40,289,0
2011,BR,1.376333581,8.454895081,5.666056929,1.586829499,5157,5096,4406,4174,3825,11929,9733,3458,310,160,4496,4487,4381,4174,3825,3508,4001,0
2011,BT,1.985016038,6.7290362,5.820015661,1.385367344,252,249,210,196,169,1083,977,200,26,19,224,224,209,196,169,149,578,0
2011,BU,1.356977909,6.558988605,5.026725297,1.573917645,3113,3063,2289,2120,1753,8284,7064,2830,277,166,2332,2331,2248,2120,1753,1511,1500,0
2011,BX,1.929327473,6.431211993,6.251134675,1.407610332,795,787,576,397,349,2772,2472,1038,112,16,589,585,570,397,349,328,1351,0
2011,BY,0.664400832,7.353522225,5.577301312,1.836365999,1116,1115,1031,985,914,1437,1267,662,286,39,1042,1042,1031,985,914,831,500,0
2011,CA,1.003446375,7.362838165,6.03927389,1.688013964,30341,30036,25991,24408,21045,51071,41597,14870,1969,1180,26384,26341,25792,24408,21045,18954,27920,0
2011,CB,0.357933346,7.993143081,4.694644357,1.867824724,5744,5695,5181,4922,4617,6528,5767,1997,776,531,5246,5225,5149,4922,4617,4391,1672,0
2011,CD,0.492348372,7.556932738,5.345359932,1.834407536,1327,1308,1199,1124,954,1712,1429,578,89,36,1237,1225,1193,1124,954,881,503,0
2011,CE,0.839960058,7.373210519,5.436395368,1.74095962,9338,9196,7493,6958,5656,15289,12800,3446,447,106,7578,7560,7462,6958,5656,4990,4532,0
2011,CF,0.120652333,6.519672371,5.251885174,1.882843352,1008,1000,900,843,589,849,705,287,70,22,894,891,874,843,589,474,200,0
2011,CG,-0.811790175,8.669941715,4.927445352,2.059783514,2435,2421,2087,1983,1510,1019,885,328,120,38,2070,2070,2045,1983,1510,1368,226,0
2011,CH,1.336158782,9.688163817,6.010577501,1.616109476,37288,36695,27401,24377,21198,95157,79128,25903,2458,1199,29366,29218,26695,24377,21198,18192,44700,0
2011,CI,0.967162701,8.547045633,5.742810884,1.688051487,3478,3442,2394,2235,1836,4997,4240,1733,112,74,2387,2383,2289,2235,1836,1626,2148,0
2011,CJ,0.979644201,6.075607253,5.152955839,1.761546356,192,186,171,163,146,475,425,172,7,4,170,170,170,163,146,120,149,0
2011,CM,1.242673971,7.192446672,5.872228435,1.605431869,643,634,564,533,454,1302,1078,374,34,20,571,569,564,533,454,412,603,0
2011,CN,0.960545906,7.070719603,5.28360843,1.681141439,78,78,77,77,73,123,110,55,3,3,77,77,77,77,73,68,44,0
2011,CO,0.115018731,7.624202933,5.318150762,1.979096923,7277,7237,6677,6492,5718,7961,6820,2548,295,85,6715,6711,6643,6492,5718,5102,2179,0
2011,CQ,0.450850625,6.904623225,5.393821781,1.775609756,2924,2861,2127,1967,1683,4139,3409,977,176,102,2151,2143,2087,1967,1683,1444,1273,0
2011,CS,1.328320071,6.227055703,5.713532124,1.631388152,675,667,539,494,443,1704,1440,589,95,70,541,537,527,494,443,404,707,0
2011,CT,0.343307087,7.068087077,5.013160364,1.926817971,699,694,655,573,395,781,611,422,192,21,638,637,629,573,395,360,148,0
2011,CU,1.223472356,10.68960162,6.029280679,1.634839372,3897,3809,2863,2731,2413,10103,8908,1792,260,86,3000,2985,2859,2731,2413,2060,3338,0
2011,CV,1.863333333,9.074796748,6.675334274,1.457723577,57,56,52,48,44,185,147,37,2,1,52,52,52,48,44,41,168,0
2011,CW,2.542009685,5.478208232,7.31793371,1.291767554,13,13,12,9,7,143,123,61,0,0,13,13,12,9,7,4,156,0
2011,CY,1.431574016,6.519362898,5.417849967,1.563766964,2195,2149,1648,1462,1333,6065,5371,2217,158,73,1714,1708,1618,1462,1333,1143,1257,0
2011,DA,1.085530016,7.997575405,5.87477664,1.685222901,2501,2443,2009,1877,1547,4869,4030,1599,147,90,2090,2054,1993,1877,1547,1373,2247,0
2011,DJ,0.102615052,9.139091939,4.881809839,1.942139401,1612,1597,1195,1002,807,1370,1023,392,95,27,1169,1169,1149,1002,807,738,193,0
2011,DO,1.73471564,6.644549763,6.213622533,1.342417062,32,32,31,28,27,107,94,61,3,3,31,31,31,28,27,26,57,0
2011,DR,0.704480062,9.008882881,5.248474138,1.74345853,955,955,863,824,735,1200,1045,449,48,22,901,901,860,824,735,618,549,0
2011,EC,0.919032522,8.47709143,5.501085832,1.754857844,697,688,584,554,511,1451,1296,509,33,15,605,600,584,554,511,457,377,0
2011,EG,-0.144982531,12.31033549,5.154430276,1.958271296,83957,82388,57674,51242,42592,59316,50779,14547,2813,1232,56868,56624,54534,51242,42592,37443,12956,0
2011,EI,0.814126606,8.278829219,5.586421861,1.697437563,11434,11322,10081,9730,8574,16534,13678,5559,663,450,10208,10181,10028,9730,8574,7808,7009,0
2011,EK,1.726859504,7.867217631,6.360831824,1.496969697,172,151,102,91,75,601,516,109,9,3,102,99,94,91,75,55,335,0
2011,EN,1.39638296,5.944030171,5.652536461,1.58515471,885,879,803,774,436,2005,1713,608,60,23,812,812,800,774,436,387,678,0
2011,ER,0.647966308,6.298902804,5.629905906,1.819018065,863,783,633,504,421,1305,1118,312,73,29,654,654,632,504,421,393,577,0
2011,ES,0.75810824,8.446903949,5.641993208,1.747245246,1055,1046,913,867,747,1297,1136,428,71,17,942,938,913,867,747,669,420,0
2011,ET,1.262880817,8.836957199,5.643204991,1.695138413,4320,4273,3753,3413,3088,9113,7481,3143,764,245,3884,3869,3728,3413,3088,2862,2346,0
2011,EZ,1.142295337,5.772634791,5.557821639,1.623360283,2439,2381,1788,1668,1485,5140,4315,1533,222,115,1826,1818,1765,1668,1485,1341,1429,0
2011,FG,2.572319688,8.148148148,4.590497275,1.411306043,12,12,9,5,5,95,80,32,10,3,10,10,9,5,5,5,15,0
2011,FI,1.581832155,7.009913926,6.051241911,1.533123271,1236,1190,1005,969,837,4134,3598,1407,81,62,1067,1044,1001,969,837,729,1805,0
2011,FJ,1.300112185,6.448444254,6.003588494,1.563137229,1363,1343,1160,1102,876,3953,3035,915,121,62,1209,1208,1155,1102,876,754,2357,0
2011,FK,0.508870968,5.298387097,5.487209011,1.653225806,8,8,8,8,7,7,6,2,0,0,8,8,8,8,7,7,9,0
2011,FM,0.75862278,4.938897981,5.596990742,1.643147239,1246,1237,1101,1074,876,1807,1529,372,59,27,1108,1107,1093,1074,876,741,937,0
2011,FO,1.100338983,5.816949153,5.790674064,1.610169492,21,19,14,14,10,47,38,4,0,0,16,16,14,14,10,10,21,0
2011,FP,0.988336933,4.600431965,5.451932278,1.600431965,29,29,18,18,17,39,33,9,0,0,20,20,18,18,17,17,14,0
2011,FQ,2.175,6.75,5.719005255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,FR,0.750214941,8.784831324,5.44125959,1.72801299,36127,35639,30623,28646,21590,49379,42385,13737,2841,1318,31036,30977,30251,28646,21590,19613,12670,0
2011,GA,1.03003084,5.320483166,6.463643737,1.654459008,717,717,588,552,417,1866,1564,452,46,21,600,600,583,552,417,375,2340,0
2011,GB,1.80196475,8.75960705,6.154939134,1.456515458,211,202,121,90,74,500,438,154,26,6,115,114,109,90,74,56,218,0
2011,GG,0.701440513,7.891446085,5.405019089,1.727361382,3365,3336,2826,2709,2477,4555,3690,1146,160,73,2840,2837,2781,2709,2477,2180,2139,0
2011,GH,1.097084906,6.483962264,6.791026861,1.617037736,5245,5149,4349,4065,3360,12742,10148,3464,394,142,4350,4333,4278,4065,3360,2803,15361,0
2011,GI,0.691621622,10.76396396,5.480016609,1.718018018,113,113,85,83,80,158,110,18,3,2,85,85,85,83,80,71,50,0
2011,GJ,0.336964611,7.221320561,5.210724981,1.791030006,2468,2451,2302,2276,1995,2682,2172,555,87,58,2336,2334,2296,2276,1995,1846,1112,0
2011,GK,2.130805687,7.666666667,6.255939529,1.442338073,22,21,17,17,17,133,117,67,0,0,21,21,17,17,17,17,66,0
2011,GL,0.924049399,9.444913877,5.402375501,1.652908677,205,198,155,144,128,322,283,77,8,8,164,160,155,144,128,119,79,0
2011,GM,1.049749451,8.573630472,5.496772034,1.661520282,20989,20587,17134,15898,14358,40080,34377,11391,1448,847,17712,17652,16931,15898,14358,12954,10853,0
2011,GP,0.875247525,7.698019802,5.349378253,1.618811881,9,9,9,8,8,12,8,7,0,0,9,9,9,8,8,4,6,0
2011,GQ,1.766144349,7.714624881,5.445591044,1.552231719,99,99,91,53,47,360,273,134,14,0,90,90,89,53,47,44,111,0
2011,GR,1.142569099,10.62041206,5.426420222,1.66521065,11345,11026,7566,6773,5703,21805,18960,7810,634,416,7650,7535,7155,6773,5703,5090,3930,0
2011,GT,-0.084525535,9.886179555,5.099224977,2.019012704,1593,1589,1513,1447,1288,1584,1345,507,85,16,1529,1527,1510,1447,1288,1157,453,0
2011,GV,0.331601124,8.935580524,5.299109176,1.818258427,1270,1260,1149,1103,554,1280,1069,253,41,24,1153,1153,1145,1103,554,475,351,0
2011,GY,0.896751832,7.902951079,6.055898567,1.687660923,448,447,417,397,346,752,585,146,6,4,413,412,411,397,346,280,467,0
2011,GZ,-2.052884528,7.597124601,4.489444871,2.405248745,7129,7098,6572,6372,5959,2348,2099,604,228,83,6599,6590,6545,6372,5959,5629,297,0
2011,HA,1.353544507,10.8129076,6.196946054,1.584963722,2323,2277,1978,1765,1359,4757,3682,1538,438,142,2007,1984,1945,1765,1359,1131,2423,0
2011,HK,1.18862147,7.908852615,5.697663997,1.643810318,1092,1082,862,796,657,2572,2050,675,61,39,876,873,843,796,657,569,880,0
2011,HO,0.240339638,9.570571487,5.189644894,1.832519829,1397,1376,1261,1217,1099,1169,1006,429,44,26,1298,1286,1260,1217,1099,1028,364,0
2011,HQ,4.56,6,5.543517056,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
2011,HR,0.747735609,6.851598174,5.116421989,1.776817127,2111,2080,1620,1488,1198,3678,3226,1261,119,63,1600,1597,1556,1488,1198,1108,818,0
2011,HU,1.415592416,7.103248295,5.638505143,1.531686649,1913,1862,1244,1156,1045,5104,4500,1535,100,55,1294,1287,1233,1156,1045,928,1864,0
2011,IC,1.252212743,10.32378033,5.419111355,1.584644095,315,278,227,198,176,1031,876,325,19,17,241,241,223,198,176,166,239,0
2011,ID,0.570125856,8.315435817,5.077115512,1.79754989,15327,15131,13006,12144,10889,22234,18876,5822,788,341,13298,13231,12889,12144,10889,9029,6182,0
2011,IM,0.879120879,4,5.185026027,1.642857143,15,15,12,12,12,20,12,4,2,0,13,13,12,12,12,12,12,0
2011,IN,0.428655283,6.577039591,5.245280794,1.811686681,48986,48524,38389,35530,30888,55903,47865,14273,2241,1114,38596,38539,37606,35530,30888,26833,17668,0
2011,IO,-0.009090909,3.939393939,4.989277141,1.818181818,6,6,6,6,1,4,4,4,0,0,6,6,6,6,1,1,0,0
2011,IP,0,1.5,3.11579944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,IR,0.076899539,8.811613687,5.188170246,1.909969186,46271,44992,35608,28527,25130,46747,40495,11206,2656,1413,36513,36371,35058,28527,25130,20629,8874,0
2011,IS,-0.166410257,10.13455691,5.373606696,1.959695721,92955,91464,75973,70502,62790,72860,63396,18557,4084,1736,77541,77196,74941,70502,62790,55454,14904,0
2011,IT,0.857043865,9.990608511,5.38296663,1.718587901,18018,17805,15156,14377,12473,27294,22977,8254,1181,541,15326,15290,14946,14377,12473,11166,7586,0
2011,IV,-0.509024541,10.6349381,5.145901147,2.046762806,9219,9171,8475,7831,7148,5516,4587,1776,783,202,8464,8442,8354,7831,7148,6842,899,0
2011,IZ,-0.390738858,10.83920493,4.62396128,2.051913816,54566,54276,48881,46200,43044,40275,34102,16275,9638,5969,49049,48992,48498,46200,43044,35744,4006,0
2011,JA,1.636743404,10.38328236,5.394929712,1.556921551,15946,15686,12668,11394,10449,51507,42107,13425,1800,1102,13508,13427,12583,11394,10449,9182,11857,0
2011,JE,0.781466462,8.384535292,6.024417516,1.751808417,1564,1537,1399,1374,1225,2507,2068,747,90,68,1454,1438,1395,1374,1225,1119,1424,0
2011,JM,0.627091099,5.809380116,5.605055785,1.718497919,4262,4238,3944,3862,3506,5527,4371,1463,135,81,3974,3969,3927,3862,3506,3134,3702,0
2011,JN,5,3.25,6.968194782,1.375,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2011,JO,0.74072377,8.314780442,5.607842676,1.732389247,9302,9166,6030,5557,4706,11520,9911,3239,278,147,6080,6033,5792,5557,4706,4072,4978,0
2011,KE,0.33563829,7.133039423,5.220781572,1.849943637,15778,15608,13937,13105,11180,16751,13609,5382,1180,428,14165,14071,13888,13105,11180,10070,5381,0
2011,KG,0.942146241,5.567909372,5.411990138,1.64115345,2149,2136,1716,1551,1372,3567,3000,1206,120,46,1708,1704,1685,1551,1372,1260,1163,0
2011,KN,1.32674377,10.86412476,5.423602278,1.597000448,5432,5220,4032,3195,2810,11848,10755,1616,270,66,4674,4518,4007,3195,2810,2560,1461,0
2011,KR,1.844303797,9.660036166,6.472593522,1.365280289,59,59,57,50,46,131,93,21,0,0,58,58,57,50,46,42,64,0
2011,KS,1.39001041,9.18941054,5.600128197,1.610673908,12262,12120,9950,8300,7534,25752,22701,6235,640,253,10408,10351,9822,8300,7534,6902,5820,0
2011,KT,-0.09974587,12.92969081,4.017561023,1.815756036,268,264,194,181,154,171,138,56,2,2,190,190,190,181,154,107,8,0
2011,KU,1.170100377,7.285287652,5.618019829,1.655502095,3678,3617,2679,2296,1893,7294,6046,2145,401,210,2679,2665,2554,2296,1893,1570,3260,0
2011,KV,0.526676465,5.27907404,5.43805888,1.73837957,526,523,441,383,356,688,558,144,38,6,447,447,427,383,356,331,126,0
2011,KZ,1.906714,6.150866132,5.738421952,1.428499882,1921,1910,1630,1444,1316,6823,6040,2241,99,38,1606,1605,1581,1444,1316,1139,2490,0
2011,LA,1.523821146,7.25363663,6.679222001,1.553646393,769,765,643,626,597,1750,1377,479,33,11,664,664,643,626,597,553,1637,0
2011,LE,-0.127329921,6.83297858,5.312711058,1.940839283,21739,21480,17900,16393,14364,17372,15123,4539,1527,901,18492,18430,17675,16393,14364,12451,4013,0
2011,LG,1.868772411,6.060535752,6.165868645,1.419637207,339,330,264,247,209,1584,1348,514,44,24,275,275,264,247,209,197,709,0
2011,LH,1.408958438,6.328547843,5.859574416,1.552221664,763,756,632,562,480,2206,1880,641,61,23,659,656,628,562,480,424,913,0
2011,LI,0.942326078,6.615877081,6.653169767,1.666453265,2218,2165,1889,1621,1397,2807,2288,923,160,41,1868,1867,1858,1621,1397,1288,2675,0
2011,LO,1.474186881,6.110518873,5.885071751,1.596867182,460,450,321,278,257,1619,1433,720,42,21,343,343,321,278,257,229,403,0
2011,LS,1.668735084,8.158711217,5.745867696,1.602625298,29,26,7,6,6,151,111,35,4,3,22,22,6,6,6,6,21,0
2011,LT,1.801948052,5.473304473,6.06700366,1.588023088,97,97,86,75,73,295,266,151,6,1,86,86,86,75,73,71,100,0
2011,LU,2.124253425,9.411406488,5.575809283,1.440332592,281,273,197,173,161,1737,1565,670,11,9,215,215,197,173,161,147,449,0
2011,LY,-0.368468675,12.9826598,4.968273913,2.008268677,116514,115250,99180,92375,83908,78211,65826,22075,9564,3456,101682,101389,97903,92375,83908,79794,9429,0
2011,MA,1.412748395,7.91898502,5.864101484,1.627331091,184,176,137,119,81,540,459,165,4,3,151,147,137,119,81,74,131,0
2011,MB,1.117021277,6.920212766,4.219906507,1.728723404,9,9,9,9,6,25,15,4,0,0,9,9,9,9,6,6,6,0
2011,MC,1.190728946,5.692144374,5.650885676,1.593772116,77,76,70,68,68,186,149,55,2,1,70,70,70,68,68,59,66,0
2011,MD,1.995105361,5.719525207,5.75027738,1.461856495,282,280,190,176,157,1450,1293,445,26,19,210,209,188,176,157,154,290,0
2011,MF,-1.305555556,5.5,3.575450189,2.033333333,25,24,23,16,8,8,7,0,0,0,16,16,16,16,8,4,0,0
2011,MG,2.07943222,7.117660472,6.505779048,1.413407821,481,477,334,304,273,1614,1373,618,36,8,336,336,326,304,273,245,1103,0
2011,MH,0.162078066,5.785525767,4.962759656,1.893179608,750,741,706,699,547,777,631,134,16,14,714,711,705,699,547,482,376,0
2011,MI,0.336907159,7.406360669,5.652049561,1.826331505,1355,1122,841,712,587,1567,1308,440,58,27,976,790,771,712,587,514,774,0
2011,MJ,1.743344566,6.9873631,6.06357167,1.50379107,120,119,89,85,72,410,352,134,9,3,98,98,89,85,72,59,197,0
2011,MK,1.409810655,5.541860033,6.111017932,1.52905142,568,556,424,351,309,1530,1319,437,24,6,442,442,421,351,309,269,820,0
2011,ML,0.30016197,8.559550804,4.762503714,1.833279343,1514,1507,1435,1406,996,1298,1084,411,55,19,1453,1448,1435,1406,996,937,289,0
2011,MN,1.720830629,6.564243997,7.486534444,1.418559377,151,149,138,136,124,353,285,129,17,16,138,138,138,136,124,105,632,0
2011,MO,0.385441643,9.38054155,5.681439756,1.793576097,3678,3600,2341,2142,1789,3189,2657,891,86,44,2324,2322,2272,2142,1789,1492,1655,0
2011,MP,1.690250855,6.211801596,6.064855104,1.543899658,155,154,120,119,106,611,480,202,5,5,123,122,120,119,106,101,238,0
2011,MQ,1.9,1.5,3.298661556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,MR,0.1692862,8.523453433,4.924154003,1.820666213,1275,1257,1011,936,780,1010,902,306,31,10,974,966,962,936,780,722,250,0
2011,MT,1.166588893,6.423804227,5.406471601,1.615019398,2235,2200,1721,1599,1393,4746,3819,1339,119,52,1792,1791,1700,1599,1393,1211,2063,0
2011,MU,1.333502647,8.393072427,6.128901106,1.612894342,3208,3164,2255,1966,1495,5811,4869,1719,113,62,2074,2065,2036,1966,1495,1409,3399,0
2011,MV,1.888600834,7.16427827,5.877049247,1.443590412,317,315,191,178,131,1341,1170,389,32,13,187,186,184,178,131,105,578,0
2011,MX,-0.666065704,10.49501322,4.647050389,2.107319249,28829,28753,26674,25597,22484,17603,14560,5104,1135,391,27248,27231,26602,25597,22484,20790,4419,0
2011,MY,1.096718196,7.405301566,5.619381566,1.664020272,7680,7528,5936,5621,4744,18153,14390,5064,399,241,6144,6106,5888,5621,4744,4106,7052,0
2011,MZ,1.473996907,5.388317714,5.561673324,1.624056046,694,681,575,515,481,2111,1706,757,39,16,602,594,573,515,481,432,761,0
2011,NC,1.499416058,7.140145985,6.381052208,1.382481752,50,49,45,45,45,60,51,12,1,1,45,45,45,45,45,42,44,0
2011,NE,2.571764706,6.941176471,7.438608839,1.407843137,4,4,4,4,3,50,34,24,0,0,4,4,4,4,3,2,49,0
2011,NF,0.432142857,11.5,5.21528144,1.821428571,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2011,NG,0.007262997,10.10221124,4.747502618,1.928546224,2855,2839,2693,2590,2159,2043,1662,622,99,28,2724,2720,2676,2590,2159,1959,378,0
2011,NH,1.590545244,6.000580046,6.481612511,1.503480278,98,97,86,80,49,252,190,87,7,4,86,86,86,80,49,44,198,0
2011,NI,0.03053798,6.330503549,5.777045113,1.848043154,32136,31940,28466,26923,24040,27474,22256,7300,1265,502,28552,28509,28167,26923,24040,20856,15602,0
2011,NL,0.67104981,8.194198951,5.359105494,1.841615717,5884,5810,5045,4693,4130,10557,8939,3134,422,181,5144,5131,4977,4693,4130,3752,2958,0
2011,NO,0.343895907,12.89113237,5.548744975,1.811353666,7319,7224,6581,6364,5948,7842,6483,2703,325,157,6715,6679,6562,6364,5948,5362,2802,0
2011,NP,1.030120746,7.588913282,5.942701923,1.7,4539,4492,3694,3459,2985,8480,7117,2320,276,98,3731,3728,3612,3459,2985,2566,3755,0
2011,NR,1.603638545,8.743702519,5.468985979,1.455417833,53,53,24,23,21,339,288,99,1,1,25,25,24,23,21,18,46,0
2011,NS,2.200595948,5.688915375,6.892866375,1.371871275,25,25,19,18,17,144,130,58,3,3,19,19,19,18,17,16,119,0
2011,NT,1,5.32,7.017758141,1.68,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0
2011,NU,0.914114833,8.568480861,5.668888893,1.684958134,515,504,442,391,364,798,671,267,81,53,460,451,439,391,364,325,358,0
